type,id,lat,lon,date,time,severity,description,category,dayOfWeek,weather,roadType,speedLimit,intersection,lightCondition,address,source
CRIME,FBI_CRIME_1758174057432_2767,26.453908,-80.096371,2025-07-07,21:15,0.94,other crime,other,Wednesday,,,,,,571 Atlantic Ave,FBI_REAL
CRIME,FBI_CRIME_1758174057427_1671,26.453521,-80.055844,2025-07-07,20:33,0.2,theft crime,theft,Thursday,,,,,,5988 Military Trl,FBI_REAL
CRIME,FBI_CRIME_1758174057421_775,26.439423,-80.085586,2025-07-07,19:31,0.81,burglary crime,burglary,Thursday,,,,,,4234 Military Trl,FBI_REAL
CRIME,FBI_CRIME_1758174057420_689,26.461521,-80.090126,2025-07-07,17:46,0.99,assault crime,assault,Sunday,,,,,,2837 Jog Rd,FBI_REAL
CRIME,FBI_CRIME_1758174057433_3032,26.484447,-80.083353,2025-07-07,16:35,0.57,robbery crime,robbery,Friday,,,,,,2379 Atlantic Ave,FBI_REAL
ACCIDENT,REAL_ACC_1758174051902_203,26.44296,-80.083366,2025-07-07,16:24,0.55,Accident,vehicle,Friday,Clear,State Highway,25,FALSE,Daylight,5154 Jog Rd,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051916_2285,26.486312,-80.065264,2025-07-07,14:22,0.43,Accident,vehicle,Thursday,Clear,Arterial,50,FALSE,Dark,7782 Linton Blvd,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051912_1688,26.48443,-80.058891,2025-07-07,13:55,0.73,Accident,vehicle,Sunday,Rain,Arterial,30,FALSE,Dark,7170 Congress Ave,FDOT_REAL
CRIME,FBI_CRIME_1758174057430_2394,26.470244,-80.058915,2025-07-07,13:35,0.91,theft crime,theft,Sunday,,,,,,4184 Atlantic Ave,FBI_REAL
ACCIDENT,REAL_ACC_1758174051923_4337,26.446484,-80.047887,2025-07-07,10:23,0.72,Accident,vehicle,Friday,Rain,Residential,35,FALSE,Dusk,5100 Federal Hwy,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051918_3134,26.453291,-80.052297,2025-07-07,08:17,0.37,Pedestrian Accident,pedestrian,Sunday,Cloudy,Residential,40,FALSE,Dusk,4433 Federal Hwy,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051918_3040,26.455307,-80.083545,2025-07-07,06:03,0.49,Pedestrian Accident,pedestrian,Saturday,Fog,Arterial,35,FALSE,Daylight,9143 Military Trl,FDOT_REAL
CRIME,FBI_CRIME_1758174057437_4242,26.467566,-80.076561,2025-07-07,05:46,0.24,other crime,other,Sunday,,,,,,6135 Military Trl,FBI_REAL
CRIME,FBI_CRIME_1758174057433_3035,26.465534,-80.077105,2025-07-07,05:19,0.37,robbery crime,robbery,Monday,,,,,,5985 Federal Hwy,FBI_REAL
CRIME,FBI_CRIME_1758174057419_523,26.481589,-80.089366,2025-07-07,03:23,0.26,burglary crime,burglary,Sunday,,,,,,5463 Yamato Rd,FBI_REAL
ACCIDENT,REAL_ACC_1758174051921_3989,26.480834,-80.080633,2025-07-07,03:17,0.69,Accident,vehicle,Saturday,Fog,Arterial,30,TRUE,Dawn,8955 Jog Rd,FDOT_REAL
CRIME,FBI_CRIME_1758174057432_2838,26.475655,-80.056948,2025-07-07,01:57,0.86,theft crime,theft,Thursday,,,,,,1021 Spanish River Blvd,FBI_REAL
CRIME,FBI_CRIME_1758174057425_1259,26.472588,-80.050232,2025-07-06,23:41,0.4,robbery crime,robbery,Monday,,,,,,7628 Germantown Rd,FBI_REAL
ACCIDENT,REAL_ACC_1758174051925_4856,26.464096,-80.088341,2025-07-06,23:35,0.62,Accident,vehicle,Saturday,Clear,State Highway,45,FALSE,Dusk,4141 Congress Ave,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051905_642,26.444565,-80.079855,2025-07-06,23:34,0.89,Accident,vehicle,Saturday,Cloudy,Residential,45,FALSE,Dawn,8334 Congress Ave,FDOT_REAL
CRIME,FBI_CRIME_1758174057439_4809,26.457563,-80.066201,2025-07-06,21:57,0.7,other crime,other,Saturday,,,,,,9842 Congress Ave,FBI_REAL
ACCIDENT,REAL_ACC_1758174051920_3700,26.469565,-80.046342,2025-07-06,20:26,0.35,Accident,vehicle,Tuesday,Rain,City Street,30,FALSE,Dusk,7943 Spanish River Blvd,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051918_2940,26.471892,-80.069161,2025-07-06,18:53,0.39,Pedestrian Accident,pedestrian,Friday,Cloudy,Arterial,45,FALSE,Dawn,7356 Congress Ave,FDOT_REAL
CRIME,FBI_CRIME_1758174057424_1073,26.471408,-80.083925,2025-07-06,17:37,0.4,burglary crime,burglary,Saturday,,,,,,7608 Germantown Rd,FBI_REAL
ACCIDENT,REAL_ACC_1758174051925_4774,26.461778,-80.07077,2025-07-06,17:28,0.67,Accident,vehicle,Tuesday,Fog,Arterial,40,FALSE,Dusk,3699 Military Trl,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051915_2190,26.472365,-80.084003,2025-07-06,16:17,0.63,Accident,vehicle,Monday,Rain,Residential,45,FALSE,Dawn,8181 Atlantic Ave,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051914_2170,26.451647,-80.09007,2025-07-06,15:36,0.73,Accident,vehicle,Tuesday,Clear,State Highway,30,FALSE,Daylight,4738 Jog Rd,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051921_3788,26.464741,-80.084396,2025-07-06,14:20,0.92,Accident,vehicle,Tuesday,Clear,Residential,50,FALSE,Daylight,6478 Germantown Rd,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051913_1725,26.450855,-80.089477,2025-07-06,13:48,0.48,Accident,vehicle,Thursday,Clear,Residential,40,FALSE,Daylight,1597 Federal Hwy,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051912_1621,26.441099,-80.067961,2025-07-06,13:40,0.69,Pedestrian Accident,pedestrian,Friday,Fog,Residential,45,FALSE,Dawn,7258 Spanish River Blvd,FDOT_REAL
CRIME,FBI_CRIME_1758174057435_3573,26.44007,-80.068425,2025-07-06,12:53,0.28,assault crime,assault,Friday,,,,,,4533 Congress Ave,FBI_REAL
ACCIDENT,REAL_ACC_1758174051918_3066,26.479186,-80.066864,2025-07-06,11:42,0.83,Accident,vehicle,Monday,Clear,Residential,45,FALSE,Daylight,3397 Jog Rd,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051924_4537,26.472115,-80.059501,2025-07-06,11:12,1,Accident,vehicle,Friday,Cloudy,City Street,50,TRUE,Dawn,6821 Congress Ave,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051914_1981,26.470887,-80.080122,2025-07-06,09:12,0.49,Accident,vehicle,Tuesday,Fog,Residential,30,FALSE,Daylight,346 Germantown Rd,FDOT_REAL
CRIME,FBI_CRIME_1758174057439_4602,26.460206,-80.093094,2025-07-06,08:02,0.86,theft crime,theft,Friday,,,,,,6847 Atlantic Ave,FBI_REAL
CRIME,FBI_CRIME_1758174057420_680,26.465164,-80.091287,2025-07-06,07:03,0.22,theft crime,theft,Friday,,,,,,9469 Linton Blvd,FBI_REAL
CRIME,FBI_CRIME_1758174057429_2017,26.452987,-80.08015,2025-07-06,06:42,0.99,vandalism crime,vandalism,Thursday,,,,,,9148 Atlantic Ave,FBI_REAL
CRIME,FBI_CRIME_1758174057420_602,26.448689,-80.068079,2025-07-06,05:39,0.89,assault crime,assault,Thursday,,,,,,6243 Military Trl,FBI_REAL
CRIME,FBI_CRIME_1758174057432_2900,26.478297,-80.066107,2025-07-06,05:07,0.28,assault crime,assault,Wednesday,,,,,,9383 Yamato Rd,FBI_REAL
CRIME,FBI_CRIME_1758174057429_2037,26.452747,-80.082212,2025-07-06,03:09,0.72,robbery crime,robbery,Wednesday,,,,,,5710 Congress Ave,FBI_REAL
ACCIDENT,REAL_ACC_1758174051920_3703,26.45636,-80.062899,2025-07-06,02:32,0.43,Accident,vehicle,Saturday,Clear,City Street,45,TRUE,Daylight,6085 Federal Hwy,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051920_3648,26.461059,-80.072253,2025-07-06,02:30,0.66,Pedestrian Accident,pedestrian,Sunday,Cloudy,City Street,35,FALSE,Dawn,2350 Congress Ave,FDOT_REAL
CRIME,FBI_CRIME_1758174057421_761,26.477174,-80.070219,2025-07-06,01:46,0.74,burglary crime,burglary,Monday,,,,,,2300 Federal Hwy,FBI_REAL
CRIME,FBI_CRIME_1758174057423_1006,26.477788,-80.084313,2025-07-06,01:44,0.56,assault crime,assault,Tuesday,,,,,,6419 Germantown Rd,FBI_REAL
CRIME,FBI_CRIME_1758174057418_276,26.442997,-80.094023,2025-07-06,00:27,0.35,burglary crime,burglary,Wednesday,,,,,,2558 Atlantic Ave,FBI_REAL
ACCIDENT,REAL_ACC_1758174051915_2255,26.477214,-80.090109,2025-07-06,00:05,0.8,Accident,vehicle,Sunday,Rain,Residential,35,TRUE,Dark,6429 Spanish River Blvd,FDOT_REAL
CRIME,FBI_CRIME_1758174057434_3312,26.461246,-80.078312,2025-07-06,00:00,0.73,other crime,other,Friday,,,,,,8104 Linton Blvd,FBI_REAL
ACCIDENT,REAL_ACC_1758174051916_2513,26.44137,-80.073913,2025-07-05,23:11,0.96,Accident,vehicle,Sunday,Cloudy,State Highway,35,TRUE,Dark,6443 Germantown Rd,FDOT_REAL
CRIME,FBI_CRIME_1758174057433_3084,26.455273,-80.087509,2025-07-05,22:27,0.27,robbery crime,robbery,Monday,,,,,,3563 Linton Blvd,FBI_REAL
CRIME,FBI_CRIME_1758174057428_1870,26.447944,-80.088936,2025-07-05,21:43,0.36,burglary crime,burglary,Monday,,,,,,607 Linton Blvd,FBI_REAL
CRIME,FBI_CRIME_1758174057426_1431,26.44204,-80.068266,2025-07-05,18:01,0.27,theft crime,theft,Tuesday,,,,,,5367 Germantown Rd,FBI_REAL
CRIME,FBI_CRIME_1758174057419_471,26.467234,-80.095087,2025-07-05,17:54,0.69,vandalism crime,vandalism,Monday,,,,,,9462 Linton Blvd,FBI_REAL
CRIME,FBI_CRIME_1758174057439_4843,26.470846,-80.046371,2025-07-05,15:21,0.74,assault crime,assault,Sunday,,,,,,3303 Congress Ave,FBI_REAL
ACCIDENT,REAL_ACC_1758174051907_725,26.446804,-80.08011,2025-07-05,14:35,0.97,Accident,vehicle,Thursday,Rain,State Highway,30,FALSE,Dusk,6564 Congress Ave,FDOT_REAL
CRIME,FBI_CRIME_1758174057438_4414,26.456296,-80.047822,2025-07-05,13:16,0.81,theft crime,theft,Tuesday,,,,,,1913 Linton Blvd,FBI_REAL
ACCIDENT,REAL_ACC_1758174051916_2388,26.442077,-80.085637,2025-07-05,10:32,0.64,Accident,vehicle,Monday,Fog,Arterial,40,TRUE,Dusk,7418 Jog Rd,FDOT_REAL
CRIME,FBI_CRIME_1758174057439_4771,26.448196,-80.056153,2025-07-05,10:15,0.61,vandalism crime,vandalism,Thursday,,,,,,2900 Yamato Rd,FBI_REAL
ACCIDENT,REAL_ACC_1758174051918_3087,26.471718,-80.052337,2025-07-05,07:22,0.62,Accident,vehicle,Thursday,Clear,State Highway,50,FALSE,Dusk,3209 Yamato Rd,FDOT_REAL
CRIME,FBI_CRIME_1758174057436_3875,26.450937,-80.064827,2025-07-05,07:18,0.56,vandalism crime,vandalism,Thursday,,,,,,1938 Jog Rd,FBI_REAL
ACCIDENT,REAL_ACC_1758174051909_1299,26.448823,-80.066325,2025-07-05,06:28,0.81,Pedestrian Accident,pedestrian,Wednesday,Rain,City Street,40,FALSE,Dusk,4003 Germantown Rd,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051920_3519,26.450793,-80.07633,2025-07-05,05:23,0.89,Accident,vehicle,Tuesday,Fog,Residential,35,FALSE,Dark,568 Linton Blvd,FDOT_REAL
CRIME,FBI_CRIME_1758174057430_2346,26.466891,-80.065079,2025-07-05,04:53,0.49,theft crime,theft,Saturday,,,,,,8531 Yamato Rd,FBI_REAL
CRIME,FBI_CRIME_1758174057423_885,26.45,-80.053672,2025-07-05,04:27,0.39,burglary crime,burglary,Tuesday,,,,,,8070 Yamato Rd,FBI_REAL
ACCIDENT,REAL_ACC_1758174051907_816,26.454918,-80.09634,2025-07-05,00:19,0.91,Accident,vehicle,Friday,Clear,Residential,35,TRUE,Dark,1964 Linton Blvd,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051923_4366,26.448308,-80.093357,2025-07-05,00:18,0.67,Accident,vehicle,Saturday,Rain,City Street,25,TRUE,Dark,6826 Spanish River Blvd,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051920_3507,26.448061,-80.051774,2025-07-04,23:21,0.53,Bicycle Accident,bicycle,Monday,Fog,City Street,35,FALSE,Daylight,866 Congress Ave,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051917_2824,26.447719,-80.075025,2025-07-04,22:44,0.55,Accident,vehicle,Tuesday,Fog,Residential,25,TRUE,Dusk,9502 Jog Rd,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051918_3065,26.4673,-80.075868,2025-07-04,22:36,0.34,Accident,vehicle,Friday,Clear,Arterial,35,TRUE,Dark,8858 Spanish River Blvd,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051915_2213,26.467047,-80.069425,2025-07-04,21:53,0.88,Pedestrian Accident,pedestrian,Tuesday,Clear,Arterial,35,TRUE,Dawn,8360 Congress Ave,FDOT_REAL
CRIME,FBI_CRIME_1758174057426_1611,26.478171,-80.057118,2025-07-04,21:47,0.28,other crime,other,Sunday,,,,,,4350 Military Trl,FBI_REAL
ACCIDENT,REAL_ACC_1758174051914_2154,26.451531,-80.080374,2025-07-04,20:46,0.89,Accident,vehicle,Sunday,Rain,Residential,45,FALSE,Dawn,5649 Atlantic Ave,FDOT_REAL
CRIME,FBI_CRIME_1758174057439_4599,26.45452,-80.07222,2025-07-04,19:25,0.31,vandalism crime,vandalism,Wednesday,,,,,,8538 Congress Ave,FBI_REAL
CRIME,FBI_CRIME_1758174057426_1445,26.464967,-80.062768,2025-07-04,19:04,0.33,assault crime,assault,Wednesday,,,,,,2015 Linton Blvd,FBI_REAL
ACCIDENT,REAL_ACC_1758174051924_4631,26.462597,-80.062092,2025-07-04,16:34,0.72,Accident,vehicle,Monday,Clear,State Highway,50,FALSE,Dusk,4033 Jog Rd,FDOT_REAL
CRIME,FBI_CRIME_1758174057439_4754,26.459658,-80.064623,2025-07-04,16:30,1,burglary crime,burglary,Tuesday,,,,,,3467 Military Trl,FBI_REAL
CRIME,FBI_CRIME_1758174057433_3246,26.477446,-80.095847,2025-07-04,16:25,0.84,vandalism crime,vandalism,Friday,,,,,,6932 Jog Rd,FBI_REAL
CRIME,FBI_CRIME_1758174057435_3677,26.446187,-80.097135,2025-07-04,15:15,0.46,theft crime,theft,Sunday,,,,,,7632 Germantown Rd,FBI_REAL
ACCIDENT,REAL_ACC_1758174051919_3180,26.481923,-80.086033,2025-07-04,12:50,0.33,Accident,vehicle,Friday,Fog,Arterial,45,FALSE,Dusk,7202 Atlantic Ave,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051901_177,26.472198,-80.072888,2025-07-04,11:57,0.6,Accident,vehicle,Sunday,Fog,Arterial,40,TRUE,Dusk,3252 Federal Hwy,FDOT_REAL
CRIME,FBI_CRIME_1758174057423_1020,26.452128,-80.077958,2025-07-04,11:30,0.73,burglary crime,burglary,Sunday,,,,,,2620 Spanish River Blvd,FBI_REAL
CRIME,FBI_CRIME_1758174057433_3223,26.444133,-80.063167,2025-07-04,09:08,0.27,other crime,other,Monday,,,,,,7101 Military Trl,FBI_REAL
CRIME,FBI_CRIME_1758174057426_1539,26.462699,-80.055868,2025-07-04,05:49,0.69,theft crime,theft,Wednesday,,,,,,7386 Spanish River Blvd,FBI_REAL
ACCIDENT,REAL_ACC_1758174051924_4761,26.442749,-80.065701,2025-07-04,04:21,0.69,Accident,vehicle,Sunday,Cloudy,Residential,25,FALSE,Dark,3475 Linton Blvd,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051904_510,26.472031,-80.073331,2025-07-04,03:23,0.3,Accident,vehicle,Friday,Cloudy,City Street,25,TRUE,Dawn,5750 Yamato Rd,FDOT_REAL
CRIME,FBI_CRIME_1758174057419_410,26.45936,-80.061993,2025-07-04,02:08,0.66,other crime,other,Sunday,,,,,,4016 Yamato Rd,FBI_REAL
CRIME,FBI_CRIME_1758174057430_2416,26.45812,-80.079658,2025-07-04,00:16,0.61,theft crime,theft,Thursday,,,,,,9560 Federal Hwy,FBI_REAL
CRIME,FBI_CRIME_1758174057418_312,26.479687,-80.089728,2025-07-03,23:53,0.54,robbery crime,robbery,Sunday,,,,,,5852 Spanish River Blvd,FBI_REAL
ACCIDENT,REAL_ACC_1758174051918_2967,26.487037,-80.075985,2025-07-03,22:05,0.56,Accident,vehicle,Saturday,Cloudy,State Highway,35,TRUE,Daylight,8456 Germantown Rd,FDOT_REAL
CRIME,FBI_CRIME_1758174057434_3376,26.476889,-80.074522,2025-07-03,21:26,0.91,robbery crime,robbery,Tuesday,,,,,,4229 Germantown Rd,FBI_REAL
ACCIDENT,REAL_ACC_1758174051903_401,26.465964,-80.100667,2025-07-03,20:44,0.37,Accident,vehicle,Sunday,Clear,State Highway,50,FALSE,Dark,2945 Atlantic Ave,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051910_1340,26.448235,-80.071526,2025-07-03,19:52,0.5,Accident,vehicle,Wednesday,Rain,City Street,45,FALSE,Dawn,7802 Federal Hwy,FDOT_REAL
CRIME,FBI_CRIME_1758174057417_211,26.45042,-80.045838,2025-07-03,18:09,0.36,robbery crime,robbery,Saturday,,,,,,8763 Linton Blvd,FBI_REAL
ACCIDENT,REAL_ACC_1758174051917_2674,26.452686,-80.052972,2025-07-03,18:04,0.96,Pedestrian Accident,pedestrian,Friday,Fog,Arterial,35,TRUE,Dark,7322 Atlantic Ave,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051903_446,26.485336,-80.0806,2025-07-03,17:54,0.55,Accident,vehicle,Sunday,Cloudy,City Street,25,TRUE,Dawn,8917 Jog Rd,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051909_1314,26.439517,-80.055798,2025-07-03,17:34,0.66,Accident,vehicle,Wednesday,Rain,Residential,35,FALSE,Daylight,9982 Atlantic Ave,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051920_3643,26.456394,-80.043747,2025-07-03,16:51,0.77,Accident,vehicle,Wednesday,Clear,Residential,35,TRUE,Dark,4631 Linton Blvd,FDOT_REAL
CRIME,FBI_CRIME_1758174057436_3840,26.484012,-80.081126,2025-07-03,16:14,0.93,burglary crime,burglary,Saturday,,,,,,4309 Germantown Rd,FBI_REAL
CRIME,FBI_CRIME_1758174057418_370,26.443364,-80.060936,2025-07-03,15:35,0.27,robbery crime,robbery,Sunday,,,,,,4057 Spanish River Blvd,FBI_REAL
ACCIDENT,REAL_ACC_1758174051905_721,26.46333,-80.045892,2025-07-03,14:55,0.69,Accident,vehicle,Saturday,Clear,Arterial,45,TRUE,Dark,739 Federal Hwy,FDOT_REAL
CRIME,FBI_CRIME_1758174057434_3287,26.446981,-80.065433,2025-07-03,14:39,0.37,robbery crime,robbery,Friday,,,,,,5187 Military Trl,FBI_REAL
CRIME,FBI_CRIME_1758174057435_3551,26.479681,-80.08087,2025-07-03,14:34,0.99,burglary crime,burglary,Sunday,,,,,,2243 Linton Blvd,FBI_REAL
CRIME,FBI_CRIME_1758174057432_2836,26.469625,-80.093779,2025-07-03,10:40,0.53,vandalism crime,vandalism,Sunday,,,,,,4507 Congress Ave,FBI_REAL
CRIME,FBI_CRIME_1758174057439_4779,26.446055,-80.067909,2025-07-03,10:33,0.48,assault crime,assault,Sunday,,,,,,1132 Spanish River Blvd,FBI_REAL
ACCIDENT,REAL_ACC_1758174051925_4945,26.461896,-80.090884,2025-07-03,09:59,0.91,Pedestrian Accident,pedestrian,Wednesday,Rain,State Highway,30,TRUE,Dark,4812 Atlantic Ave,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051919_3374,26.467263,-80.083986,2025-07-03,09:35,0.84,Bicycle Accident,bicycle,Friday,Clear,City Street,35,FALSE,Daylight,7745 Germantown Rd,FDOT_REAL
CRIME,FBI_CRIME_1758174057424_1210,26.44567,-80.051621,2025-07-03,09:05,0.2,other crime,other,Monday,,,,,,8850 Linton Blvd,FBI_REAL
ACCIDENT,REAL_ACC_1758174051913_1735,26.43944,-80.087424,2025-07-03,08:02,0.39,Accident,vehicle,Thursday,Fog,Arterial,25,FALSE,Dark,6498 Jog Rd,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051911_1464,26.474598,-80.072971,2025-07-03,08:00,0.34,Bicycle Accident,bicycle,Sunday,Rain,Arterial,40,FALSE,Dawn,3470 Yamato Rd,FDOT_REAL
CRIME,FBI_CRIME_1758174057431_2727,26.451785,-80.053436,2025-07-03,06:02,0.43,robbery crime,robbery,Saturday,,,,,,8762 Germantown Rd,FBI_REAL
ACCIDENT,REAL_ACC_1758174051917_2557,26.487507,-80.068984,2025-07-03,04:19,0.79,Accident,vehicle,Monday,Cloudy,State Highway,50,TRUE,Daylight,6695 Yamato Rd,FDOT_REAL
CRIME,FBI_CRIME_1758174057426_1414,26.470196,-80.091559,2025-07-03,01:58,0.56,other crime,other,Saturday,,,,,,2434 Yamato Rd,FBI_REAL
ACCIDENT,REAL_ACC_1758174051923_4063,26.458773,-80.097161,2025-07-03,00:26,0.65,Accident,vehicle,Thursday,Cloudy,Arterial,25,FALSE,Dark,280 Jog Rd,FDOT_REAL
CRIME,FBI_CRIME_1758174057432_2863,26.460278,-80.059432,2025-07-03,00:11,0.88,vandalism crime,vandalism,Friday,,,,,,5481 Atlantic Ave,FBI_REAL
ACCIDENT,REAL_ACC_1758174051922_4022,26.447968,-80.084301,2025-07-02,23:41,0.46,Accident,vehicle,Friday,Fog,City Street,35,TRUE,Dark,7005 Jog Rd,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051903_384,26.470953,-80.04593,2025-07-02,23:20,0.44,Accident,vehicle,Thursday,Fog,State Highway,45,FALSE,Daylight,5752 Yamato Rd,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051916_2486,26.482202,-80.06675,2025-07-02,21:45,0.66,Accident,vehicle,Thursday,Clear,City Street,25,TRUE,Daylight,6859 Jog Rd,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051921_3986,26.466149,-80.044616,2025-07-02,21:21,0.48,Accident,vehicle,Wednesday,Cloudy,Arterial,45,TRUE,Daylight,8530 Atlantic Ave,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051917_2822,26.459652,-80.043301,2025-07-02,20:04,0.48,Accident,vehicle,Monday,Rain,Residential,30,TRUE,Daylight,347 Jog Rd,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051917_2640,26.452241,-80.095777,2025-07-02,19:15,0.56,Bicycle Accident,bicycle,Sunday,Rain,Residential,30,FALSE,Daylight,2995 Federal Hwy,FDOT_REAL
CRIME,FBI_CRIME_1758174057417_172,26.449455,-80.090527,2025-07-02,19:01,1,burglary crime,burglary,Tuesday,,,,,,5698 Congress Ave,FBI_REAL
ACCIDENT,REAL_ACC_1758174051920_3680,26.44101,-80.060418,2025-07-02,18:27,0.64,Accident,vehicle,Wednesday,Rain,Residential,30,FALSE,Dusk,4083 Spanish River Blvd,FDOT_REAL
CRIME,FBI_CRIME_1758174057427_1668,26.452531,-80.099553,2025-07-02,17:37,0.52,robbery crime,robbery,Thursday,,,,,,5284 Federal Hwy,FBI_REAL
ACCIDENT,REAL_ACC_1758174051924_4606,26.479759,-80.094156,2025-07-02,14:20,0.41,Accident,vehicle,Wednesday,Fog,City Street,25,FALSE,Dark,5334 Linton Blvd,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051918_3079,26.446704,-80.08289,2025-07-02,14:12,0.34,Accident,vehicle,Friday,Rain,Arterial,50,FALSE,Daylight,347 Jog Rd,FDOT_REAL
CRIME,FBI_CRIME_1758174057420_683,26.458817,-80.081257,2025-07-02,14:10,0.48,vandalism crime,vandalism,Thursday,,,,,,9292 Jog Rd,FBI_REAL
CRIME,FBI_CRIME_1758174057435_3687,26.449684,-80.046292,2025-07-02,13:53,0.67,theft crime,theft,Sunday,,,,,,6338 Germantown Rd,FBI_REAL
ACCIDENT,REAL_ACC_1758174051919_3228,26.459529,-80.08293,2025-07-02,13:36,0.83,Pedestrian Accident,pedestrian,Wednesday,Clear,City Street,45,FALSE,Dark,1062 Federal Hwy,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051920_3461,26.475406,-80.047672,2025-07-02,13:15,0.4,Accident,vehicle,Saturday,Rain,Arterial,30,TRUE,Dark,919 Congress Ave,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051915_2256,26.473313,-80.098858,2025-07-02,12:49,0.86,Accident,vehicle,Friday,Rain,Arterial,30,FALSE,Dawn,3520 Jog Rd,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051923_4140,26.485398,-80.07066,2025-07-02,11:51,0.8,Accident,vehicle,Sunday,Cloudy,State Highway,25,FALSE,Daylight,6240 Linton Blvd,FDOT_REAL
CRIME,FBI_CRIME_1758174057439_4778,26.449647,-80.092505,2025-07-02,10:08,0.46,burglary crime,burglary,Saturday,,,,,,8515 Linton Blvd,FBI_REAL
ACCIDENT,REAL_ACC_1758174051919_3211,26.456212,-80.074991,2025-07-02,09:34,0.98,Accident,vehicle,Wednesday,Fog,State Highway,50,FALSE,Dark,4929 Federal Hwy,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051921_3845,26.482795,-80.070977,2025-07-02,05:50,0.98,Bicycle Accident,bicycle,Thursday,Rain,State Highway,35,FALSE,Dawn,1940 Jog Rd,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051907_862,26.438151,-80.059391,2025-07-02,05:13,0.65,Accident,vehicle,Sunday,Clear,State Highway,30,FALSE,Dusk,1162 Federal Hwy,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051924_4476,26.458575,-80.045873,2025-07-02,04:51,0.45,Accident,vehicle,Monday,Cloudy,Arterial,45,FALSE,Daylight,5372 Atlantic Ave,FDOT_REAL
CRIME,FBI_CRIME_1758174057421_859,26.466302,-80.093154,2025-07-02,02:09,0.58,vandalism crime,vandalism,Monday,,,,,,211 Federal Hwy,FBI_REAL
ACCIDENT,REAL_ACC_1758174051920_3516,26.481034,-80.058735,2025-07-02,01:12,0.64,Accident,vehicle,Sunday,Rain,Residential,45,TRUE,Dawn,4656 Yamato Rd,FDOT_REAL
CRIME,FBI_CRIME_1758174057438_4292,26.445392,-80.052023,2025-07-02,00:39,0.87,theft crime,theft,Saturday,,,,,,8076 Spanish River Blvd,FBI_REAL
CRIME,FBI_CRIME_1758174057426_1546,26.470719,-80.055739,2025-07-02,00:23,0.94,other crime,other,Monday,,,,,,2511 Jog Rd,FBI_REAL
ACCIDENT,REAL_ACC_1758174051917_2691,26.443034,-80.065452,2025-07-01,23:59,0.42,Pedestrian Accident,pedestrian,Friday,Rain,Arterial,40,FALSE,Dark,3740 Federal Hwy,FDOT_REAL
CRIME,FBI_CRIME_1758174057418_294,26.437371,-80.063957,2025-07-01,22:29,0.93,robbery crime,robbery,Tuesday,,,,,,2993 Linton Blvd,FBI_REAL
ACCIDENT,REAL_ACC_1758174051920_3695,26.466872,-80.063826,2025-07-01,22:19,0.35,Pedestrian Accident,pedestrian,Monday,Cloudy,Arterial,50,FALSE,Dusk,9290 Linton Blvd,FDOT_REAL
CRIME,FBI_CRIME_1758174057438_4403,26.472542,-80.057937,2025-07-01,21:55,0.86,vandalism crime,vandalism,Saturday,,,,,,1638 Spanish River Blvd,FBI_REAL
